case_id,kn,surface_id,s_over_Lw,x_m,y_m,records,cp_dsmc,cp_dsmc_sem,cp_s3,cp_full_control,cf_dsmc,cf_dsmc_sem,cf_s3,cf_full_control
ISO_Ma6_Kn0p1,0.1,981,0.0,0.2201665,0.0005,6074,0.3913398552818019,0.004741986801387569,0.3901513001942766,0.3915659531742851,-0.0016019920641012516,0.0038295053051081115,-0.0029685023324648755,-0.0017303264966408122
ISO_Ma6_Kn0p1,0.1,982,0.01714877695480477,0.2205,0.0015,5979,0.3846293559674704,0.00691190793622425,0.3836874215678073,0.3848543543928281,-0.003542267005145057,0.004060556386445796,-0.00560161774577775,-0.0032933076212393413
ISO_Ma6_Kn0p1,0.1,983,0.03429755390960954,0.22083350000000002,0.0025,6044,0.3947240579398324,0.008162043403203768,0.3942725104054677,0.3949499611653275,-0.007566058290174121,0.0027514267609946553,-0.007426798028250778,-0.00769859089935844
ISO_Ma6_Kn0p1,0.1,984,0.051443759255338284,0.2211665,0.0035,5931,0.3885358121221105,0.007405069201983665,0.3883961768883059,0.38875972663672603,-0.003736993318621764,0.004250007601913959,-0.0066893466176320675,-0.0038656217864953208
ISO_Ma6_Kn0p1,0.1,985,0.06859253621014307,0.2215,0.0045000000000000005,5794,0.3847033876912003,0.00697479957588069,0.3861413169512513,0.38492879153988,-0.00419676029393125,0.002768455479363964,-0.0075602007293315175,-0.00394810185721995
ISO_Ma6_Kn0p1,0.1,986,0.08574131316494782,0.22183350000000002,0.0055,5764,0.39202190002369003,0.009754231087312444,0.3921042271274805,0.39224568026916334,-0.010795036552580859,0.0034571297391559554,-0.010585314636432499,-0.010928457070282435
ISO_Ma6_Kn0p1,0.1,987,0.10288751851067657,0.2221665,0.006500000000000001,5637,0.3864889449090826,0.00914574755128296,0.38656984142924256,0.3867091894917161,-0.012050181395509577,0.004954844043163399,-0.01072015662004855,-0.012182629074267589
ISO_Ma6_Kn0p1,0.1,988,0.12003629546548134,0.2225,0.0075,5835,0.40749782872638135,0.006707073980994615,0.4066863950292043,0.40774484151524437,-0.020079954234831388,0.0021889109635950194,-0.018073538262784006,-0.019826092835007934
ISO_Ma6_Kn0p1,0.1,989,0.13718507242028613,0.22283350000000002,0.0085,5613,0.396671605365084,0.01052348640169116,0.39677667859124216,0.39689754206806266,-0.010338057456721155,0.002189406561303655,-0.013173351787698578,-0.010472652676949606
ISO_Ma6_Kn0p1,0.1,990,0.15433127776601485,0.2231665,0.0095,5830,0.41071491026549667,0.00461361752282996,0.40941650378320105,0.4109475781934731,-0.014574881875684259,0.0032904417943448745,-0.01144427686082172,-0.014715934762594751
ISO_Ma6_Kn0p1,0.1,991,0.17148005472081962,0.2235,0.010499999999999999,5801,0.41558341233494395,0.003423824873482543,0.415585546915133,0.4158293382014894,-0.011140250345279192,0.0016794369539454156,-0.014448306778148925,-0.01087676725931139
ISO_Ma6_Kn0p1,0.1,992,0.18862883167562441,0.22383350000000002,0.0115,5863,0.4217313438476644,0.00801628758785758,0.42274710776642355,0.4219704397842393,-0.011942851524596362,0.0030927722007388593,-0.011855967931916032,-0.012085826347280691
ISO_Ma6_Kn0p1,0.1,993,0.20577503702135316,0.2241665,0.0125,5845,0.4282208474718516,0.007504469911480346,0.42694864870162996,0.42846293919005934,-0.013919356915074815,0.0017774134699872198,-0.011893899272714625,-0.014065323607907914
ISO_Ma6_Kn0p1,0.1,994,0.22292381397615793,0.2245,0.0135,5878,0.4312220642323683,0.005993825801945084,0.43367058355632615,0.43147808115184605,-0.013619928688102356,0.004020568808262933,-0.011275316239877839,-0.013348370859383752
ISO_Ma6_Kn0p1,0.1,995,0.2400725909309627,0.22483350000000002,0.014499999999999999,5915,0.4438576669008668,0.0034419345103715326,0.44474030512639456,0.4441086218041736,-0.012911339439556085,0.004832257326904706,-0.013781231265693892,-0.013061478429213033
ISO_Ma6_Kn0p1,0.1,996,0.2572187962766915,0.2251665,0.0155,5923,0.45390032677040876,0.011000023471313729,0.45263195270945805,0.45415741305500135,-0.009357289581652457,0.0032212588497162833,-0.005684255185353661,-0.009508538691374576
ISO_Ma6_Kn0p1,0.1,997,0.2743675732314963,0.2255,0.0165,6047,0.45736369206371474,0.005050816078672979,0.45707672658889137,0.4576288596976895,-0.00606024169573446,0.002461649172991756,-0.006354593503477483,-0.005768963055227171
ISO_Ma6_Kn0p1,0.1,998,0.29151635018630107,0.22583350000000002,0.0175,6103,0.4681756221714205,0.012270407851025372,0.4695518970323393,0.46844222928647683,-0.0021592422990367997,0.004967992703585564,-0.0027836528905976943,-0.002310934190757755
ISO_Ma6_Kn0p1,0.1,999,0.30866255553202976,0.2261665,0.0185,6185,0.47979457136651893,0.0077667368724031165,0.47749128762424375,0.48006825561632943,-0.00025086050337120387,0.004632807112066264,-0.0013823097784975375,-0.00040501560379289605
ISO_Ma6_Kn0p1,0.1,1000,0.3258113324868346,0.2265,0.0195,5980,0.4637128286077606,0.00785462959551721,0.4638843170537834,0.4639773990851411,0.0014236085740297476,0.0034300394550538403,0.002342591687295476,0.0017226950249539332
ISO_Ma6_Kn0p1,0.1,1001,0.34296010944163935,0.22683350000000002,0.0205,6348,0.5139752381088355,0.009917221233892133,0.5119338647383315,0.5142673451214823,-0.0007284656313173311,0.0034893436786530446,-0.0029837960393268733,-0.0008931405467999451
ISO_Ma6_Kn0p1,0.1,1002,0.36010631478736804,0.2271665,0.0215,6321,0.5094688317970377,0.009191686272774622,0.5086728201400393,0.5097610219414686,0.007801660691006146,0.0026619953702937704,0.008198812620708028,0.007642896651338717
ISO_Ma6_Kn0p1,0.1,1003,0.37725509174217287,0.2275,0.0225,6261,0.5180847317632101,0.008267505937859835,0.5181117335492664,0.5183764524267177,0.003922935683157771,0.00521296095133647,0.003848780010039625,0.004255978451388568
ISO_Ma6_Kn0p1,0.1,1004,0.39440386869697763,0.22783350000000002,0.0235,6472,0.5294258787474804,0.008917584473533463,0.5310391036193648,0.5297347999571241,0.028896184680966365,0.003999716405067026,0.024217976692164776,0.02874270193003815
ISO_Ma6_Kn0p1,0.1,1005,0.4115500740427064,0.2281665,0.0245,6484,0.5355107733469259,0.008557551632915838,0.5364646412223564,0.5358244550675273,0.03365824738726233,0.00456204259600171,0.029318843279064942,0.03350544937460464
ISO_Ma6_Kn0p1,0.1,1006,0.4286988509975112,0.2285,0.025500000000000002,6483,0.5538065044376274,0.006684055377243105,0.5516495127458136,0.5540943323312723,0.042415381258825796,0.002254420894142795,0.03798779776124823,0.042790401522245544
ISO_Ma6_Kn0p1,0.1,1007,0.4458476279523159,0.22883350000000002,0.0265,6640,0.5626525624359899,0.004175961434040805,0.5647472196497584,0.5629874018322752,0.05565772657388374,0.00449175521618636,0.05434170626752173,0.05550851563360545
ISO_Ma6_Kn0p1,0.1,1008,0.46299383329804467,0.2291665,0.0275,6270,0.5589245887044019,0.012530205351907372,0.5595870698641014,0.5592576191910066,0.05684904280808708,0.003047512275740094,0.059049655384929824,0.05670156759268592
ISO_Ma6_Kn0p1,0.1,1009,0.4801426102528495,0.2295,0.0285,6318,0.5748989488143835,0.008051828989888878,0.576702976251191,0.575164876065707,0.09704487584508295,0.003567218294063612,0.09593983224985123,0.09746171666254053
ISO_Ma6_Kn0p1,0.1,1010,0.4972913872076542,0.22983350000000002,0.0295,5883,0.5594666328598303,0.014932163248549742,0.5612260316772717,0.5598134286916467,0.10193845937141977,0.0059735413325069375,0.09929825859465542,0.10181494197341039
ISO_Ma6_Kn0p1,0.1,1011,0.5027086127923464,0.2301665,0.0295,121,-0.02541302556594292,0.0009127420344364878,-0.025443448335487617,-0.025409661378379727,0.0028262541252310315,0.0005943329058650504,0.003035016505033361,0.002830135172895977
ISO_Ma6_Kn0p1,0.1,1012,0.5198573897471511,0.2305,0.0285,109,-0.02579648424030621,0.0006710240339464343,-0.025905546112305788,-0.025790615337960916,0.003096066597070167,0.000601734453574603,0.0033012728950577094,0.0030932029638449246
ISO_Ma6_Kn0p1,0.1,1013,0.5370061667019558,0.23083350000000002,0.0275,140,-0.02345606658294184,0.0007319394143751828,-0.023506991356564592,-0.023451240939372654,0.0014426073128671834,0.000429122576211014,0.0012258917869452184,0.0014463372011762475
ISO_Ma6_Kn0p1,0.1,1014,0.5541523720476846,0.2311665,0.0265,118,-0.02455862617536319,0.0011265582440727283,-0.024609179704324993,-0.02455448842569237,0.0017686640674184802,0.0005009080902979014,0.0013786969576687542,0.0017722359623554966
ISO_Ma6_Kn0p1,0.1,1015,0.5713011490024893,0.2315,0.025500000000000002,121,-0.025131169934993723,0.0008328841866575339,-0.024963547348437604,-0.025125438990688847,0.0022756717207984313,0.0010196349828584558,0.001982509032572495,0.0022719745597690943
ISO_Ma6_Kn0p1,0.1,1016,0.5884499259572941,0.23183350000000003,0.0245,136,-0.02368664608286602,0.0007950838396422404,-0.023740527234649186,-0.023682124031527647,0.002057837238026746,0.0002995806875597311,0.0019568694346278528,0.0020618247340741256
ISO_Ma6_Kn0p1,0.1,1017,0.6055961313030228,0.2321665,0.0235,136,-0.023647695134360984,0.00018437441711665245,-0.02384988738311561,-0.023642655599501215,0.0004053558907431565,0.0007038153065880397,0.0005921785331164372,0.0004084734715754638
ISO_Ma6_Kn0p1,0.1,1018,0.6227449082578276,0.2325,0.0225,141,-0.022652862694777134,0.0014602333100001412,-0.02293165296521118,-0.02264633782073705,0.0014000510829055772,0.0006669409316261536,0.0017069033094270609,0.0013943980586646658
ISO_Ma6_Kn0p1,0.1,1019,0.6398936852126322,0.23283350000000003,0.0215,144,-0.02301269352147276,0.001248236269722701,-0.023434025226760684,-0.023007777884511575,0.0019146760682709051,0.0006604870235767031,0.001052518623965457,0.0019187916840700133
ISO_Ma6_Kn0p1,0.1,1020,0.6570398905583611,0.2331665,0.0205,165,-0.021099175034579153,0.0012980817723082733,-0.0212260964191089,-0.021092798393258033,0.00047473742270511866,0.000426524059995424,0.00031053433596617627,0.000478657415922745
ISO_Ma6_Kn0p1,0.1,1021,0.6741886675131658,0.2335,0.0195,164,-0.021373469900872168,0.0012391143470011844,-0.021405046214588518,-0.02136719840808568,-0.00016095728821998896,0.0006195943258929132,0.0005564188971680789,-0.0001682092126146579
ISO_Ma6_Kn0p1,0.1,1022,0.6913374444679705,0.23383350000000003,0.0185,198,-0.01869334924981834,0.0011132680778111331,-0.018769304441606106,-0.01868560431591592,0.00015227697664689337,0.0004915472547660115,0.0005550124580936795,0.00015674543900674143
ISO_Ma6_Kn0p1,0.1,1023,0.7084836498136993,0.2341665,0.0175,183,-0.02012456571635875,0.0010608778619239803,-0.020234007238812416,-0.020117581849370934,0.00018007555824966207,0.0004568136958242088,0.0007331986569625619,0.00018413318385854293
ISO_Ma6_Kn0p1,0.1,1024,0.7256324267685039,0.2345,0.0165,203,-0.01865702606101204,0.0015371657641567588,-0.018702682795670368,-0.01864820194017892,0.0016749297269206347,0.000476582377348588,0.0007635149936370798,0.0016670272751867353
ISO_Ma6_Kn0p1,0.1,1025,0.7427812037233085,0.23483349999999997,0.0155,220,-0.017854811705788273,0.0007404483237947945,-0.01721062342801228,-0.017846652518749912,0.00030213266064784474,0.0008675074769168486,0.0009046516045352907,0.0003069328967985329
ISO_Ma6_Kn0p1,0.1,1026,0.7599274090690377,0.2351665,0.014499999999999999,228,-0.014887627548566429,0.0018469105778624066,-0.01543419716013654,-0.014877646719907397,-0.0004891469268724321,0.0008165169764560463,0.00028583344241409883,-0.00048387543312318585
ISO_Ma6_Kn0p1,0.1,1027,0.7770761860238422,0.2355,0.0135,202,-0.01851912548334937,0.0017219215987150135,-0.018457215129860486,-0.01851136756585837,-0.000231926953009176,0.0005952345594536443,-0.00015133954727970876,-0.00024093211167428534
ISO_Ma6_Kn0p1,0.1,1028,0.7942249629786469,0.23583349999999997,0.0125,213,-0.0177572950669266,0.0009216513401249647,-0.01765760329812744,-0.017749166770531177,0.000580268004298553,0.0011981578694699954,0.0012345711460604665,0.0005852473354420495
ISO_Ma6_Kn0p1,0.1,1029,0.811371168324376,0.2361665,0.0115,233,-0.016394913443707748,0.0012118716330594599,-0.016482346115876928,-0.016386091431992284,0.0006536482658750418,0.0006802274806186068,0.0006272491348574893,0.0006590780702878055
ISO_Ma6_Kn0p1,0.1,1030,0.8285199452791806,0.2365,0.010499999999999999,251,-0.01438346418009199,0.0016191000248309032,-0.014605491230705935,-0.014373296024143306,8.483705105939902e-05,0.0006810158962075423,7.467018135761774e-05,7.351948709618035e-05
ISO_Ma6_Kn0p1,0.1,1031,0.8456687222339851,0.23683349999999997,0.0095,288,-0.012115157819564747,0.0015890625004234351,-0.011859641257725491,-0.01210391507212592,0.00019815688612618911,0.0008568678928951113,0.000577334632290337,0.00020462835245624867
ISO_Ma6_Kn0p1,0.1,1032,0.8628149275797142,0.2371665,0.0085,287,-0.012181324588882577,0.0013485643766778341,-0.012374764475590053,-0.012170637026708125,0.0019881708815518984,0.0009016678457009344,0.001965312259463516,0.0019955731296724395
ISO_Ma6_Kn0p1,0.1,1033,0.8799637045345188,0.2375,0.0075,308,-0.010321497426377255,0.0004086793600633872,-0.010258641863398676,-0.010309486549687035,-0.0003965278808368204,0.0006525401249138778,-0.0009558279240025653,-0.00041053980739422913
ISO_Ma6_Kn0p1,0.1,1034,0.8971124814893234,0.23783349999999998,0.006500000000000001,305,-0.010144920770470921,0.0009322351148088639,-0.010332117670122777,-0.01013224737711001,-0.0008620378032582107,0.0008017988257986742,-0.00019673455300235135,-0.00085554161371416
ISO_Ma6_Kn0p1,0.1,1035,0.9142586868350525,0.2381665,0.0055,314,-0.008661537593258642,0.001244836186805421,-0.00909412273090646,-0.008649027140658603,0.0020589614472735483,0.0011677863963270268,0.0021159530268684283,0.0020674602894751085
ISO_Ma6_Kn0p1,0.1,1036,0.9314074637898572,0.2385,0.0045000000000000005,312,-0.008514317081267,0.0014209513950199407,-0.00928207565044074,-0.008500846208222576,0.0004446828386805159,0.0002511905759862615,0.0005591185982627932,0.0004300337388675267
ISO_Ma6_Kn0p1,0.1,1037,0.9485562407446617,0.23883349999999998,0.0035,318,-0.010236141047878738,0.0015330353813287536,-0.009939418081340403,-0.010224090423741937,0.000931952469542931,0.0008454924590452277,0.0004925251033770138,0.0009393768955319931
ISO_Ma6_Kn0p1,0.1,1038,0.9657024460903908,0.2391665,0.0025,349,-0.007253322270189969,0.0007896158648500101,-0.007277133548062869,-0.0072395964564487564,0.0006406252656030419,0.0007212206712417596,0.0008767574592099155,0.0006487913721804257
ISO_Ma6_Kn0p1,0.1,1039,0.9828512230451953,0.2395,0.0015,331,-0.009242246832120373,0.0017203895361993006,-0.009569718043157704,-0.00922897752889236,0.0007010078131239903,0.0006080473882561111,0.0010958236224715965,0.0006869333091330942
ISO_Ma6_Kn0p1,0.1,1040,1.0,0.23983349999999998,0.0005,361,-0.006703728344915715,0.0018002999350403728,-0.006889090863725663,-0.0066899562086423,0.0012500313037709496,0.0014089146916282788,0.001156552745438944,0.0012586864510745707
ISO_Ma6_Kn0p8,0.8,981,0.0,0.2201665,0.0005,10217,0.6312678760421322,0.010067188319394077,0.6314658851119834,0.6316110365727383,-0.0373754240877119,0.0025733747016824502,-0.041127857317214175,-0.037594862505959975
ISO_Ma6_Kn0p8,0.8,982,0.01714877695480477,0.2205,0.0015,9768,0.6252204370969698,0.0047097919568239695,0.6268902926260841,0.6255921524165273,-0.034094773747181596,0.0024842142229116898,-0.03569486303916462,-0.03371769348200349
ISO_Ma6_Kn0p8,0.8,983,0.03429755390960954,0.22083350000000002,0.0025,9724,0.6453113275400174,0.00836994415425252,0.6427209367358457,0.645663505741528,-0.03194128747706163,0.002006633314646434,-0.03205786789872157,-0.0321620357134763
