case_id,geometry,kn,surface_id,s_over_Lw,x_m,y_m,records,cp_dsmc,cp_dsmc_sem,cp_s3,cp_full_control,cf_dsmc,cf_dsmc_sem,cf_s3,cf_full_control,cp_independent,cp_independent_sem,cf_independent,cf_independent_sem
ISO_Ma6_Kn0p8,ISO,0.8,1038,0.9583333333333339,0.2391665,0.0025,342,-0.014703487929041827,0.0016131409738001927,-0.014990604536347093,-0.014693116677144758,-0.0015194696426082208,0.0006752202938099047,-0.0006858297799560766,-0.0015146948897078803,,,,
ISO_Ma6_Kn0p8,ISO,0.8,1039,0.9750000000000005,0.2395,0.0015,327,-0.01524506883645652,0.00102074263598431,-0.015792687845187097,-0.015235725420224161,-0.0004963286846189109,0.0002132229585857382,-0.0005618748376599052,-0.0005074394418709272,,,,
ISO_Ma6_Kn0p8,ISO,0.8,1040,0.991666666666667,0.23983349999999998,0.0005,344,-0.015435762828986992,0.0009811836874221377,-0.0152918392756822,-0.015426306422167422,0.0003587464232139155,0.00038459675250404504,0.00040207395726666456,0.0003643059143234034,,,,
BWD_Ma6_Kn0p2,BWD,0.2,981,0.009549149887236832,0.2205,0.0005,8399,0.3592760560457432,0.00440954058648305,0.3593145057892818,0.359485132118661,-0.0018877545180849445,0.0020119929640710164,-0.0036907766330462185,-0.0018887562165895752,0.36368314256976486,0.00822525302300556,0.0008616102974610522,0.003958882060748138
BWD_Ma6_Kn0p2,BWD,0.2,982,0.028647449661710497,0.2215,0.0015,8297,0.3573365714814918,0.005263888341451199,0.3577785790020512,0.3575447223241712,-0.007422704531513592,0.002891965806262669,-0.007477207865105373,-0.007426662504082637,0.3538125514838427,0.006739288739820372,-0.0015761629816174322,0.007185863441120268
BWD_Ma6_Kn0p2,BWD,0.2,983,0.04774574943618416,0.2225,0.0025,8454,0.3751371696080391,0.003717455888815088,0.37514570368444056,0.3753554604102143,0.0015365198993560942,0.003709485889787286,-0.0005260213441301426,0.00153733696516664,0.37479339853448135,0.007397514203266777,0.004126808338780594,0.0033563805788468216
BWD_Ma6_Kn0p2,BWD,0.2,984,0.06684404921065783,0.2235,0.0035,8626,0.38389930055326243,0.0039377017524798875,0.38639011024610653,0.38412089821225875,0.005171912763122822,0.002774176855888584,0.0070631546699198465,0.005174676307429947,0.3633322248694113,0.00824401983541275,0.0003327863920817945,0.0014947512961321523
BWD_Ma6_Kn0p2,BWD,0.2,985,0.08594234898513149,0.2245,0.0045000000000000005,8563,0.38819607247905286,0.005447999893980393,0.38846993488063275,0.3884207799287308,0.008390606566001466,0.002744516348754314,0.007973825598381968,0.008395076477550681,0.3918866638550943,0.008027486588580175,0.0097933561031105,0.002949752821575334
BWD_Ma6_Kn0p2,BWD,0.2,986,0.10504064875960516,0.2255,0.0055,8825,0.40212942927491613,0.002838438886954888,0.4026972864224326,0.4023621538233182,0.012907513133897885,0.0028928234008350614,0.012479726673409838,0.012914402333963482,0.4029428620017407,0.012086756447027483,0.0146361147229018,0.004413732118890241
BWD_Ma6_Kn0p2,BWD,0.2,987,0.12413894853407884,0.2265,0.006500000000000001,8704,0.40022806005357525,0.002370951556955782,0.3990823389098489,0.40045918677477255,0.01256988503923323,0.0023612616511646694,0.013147740517735523,0.012576580197564469,0.40808934952885706,0.011843547223710211,0.013706530113907489,0.003492825251358867
BWD_Ma6_Kn0p2,BWD,0.2,988,0.1432372483085525,0.2275,0.0075,8964,0.4198347390441873,0.005949376657043978,0.41941425934248217,0.4200765831577969,0.018006956107528616,0.0030052329884807947,0.018619521332576158,0.018016562339550304,0.4111404094301028,0.005073740591762518,0.012476655248108235,0.006893173245166738
BWD_Ma6_Kn0p2,BWD,0.2,989,0.16233554808302614,0.2285,0.0085,8993,0.41836729834213465,0.003777142027060914,0.41849839014692786,0.41860798847190256,0.021800220039986933,0.001325656993965852,0.022222308687477516,0.021811863899140933,0.4355818730714337,0.012493642977899703,0.030370468983927274,0.005016441088615938
BWD_Ma6_Kn0p2,BWD,0.2,990,0.1814338478574998,0.2295,0.0095,8973,0.4239240755460612,0.007977867734663835,0.4233034630619164,0.4241676881855813,0.024358705985473406,0.0033379178552032348,0.023296527948130148,0.024371702065525903,0.4381345015653889,0.005883931556116957,0.029258002101597694,0.00565650126837296
BWD_Ma6_Kn0p2,BWD,0.2,991,0.20053214763197344,0.2305,0.010499999999999999,9453,0.4530397996054688,0.005460044347849688,0.45371465274809974,0.4532998776967506,0.03287950130291442,0.003490799951916899,0.03403248447313549,0.03289703177788417,0.4622268799747755,0.009092215386153577,0.03258780964867327,0.004227321415521132
BWD_Ma6_Kn0p2,BWD,0.2,992,0.2196304474064471,0.2315,0.0115,9550,0.4564467248717727,0.005103566917088389,0.4570810550397873,0.4567078177354512,0.03164527271429806,0.006117216963341828,0.032916261401707024,0.03166215521217984,0.453908389631409,0.005868066484829708,0.026711631426450493,0.002628588829341938
BWD_Ma6_Kn0p2,BWD,0.2,993,0.23872874718092077,0.2325,0.0125,9852,0.47373789678057454,0.0053155610634230506,0.47520871270451587,0.47400853175213387,0.04066219547876186,0.001751229934887553,0.041587670165040246,0.040683902442053735,0.4652422067420427,0.0006927288061181472,0.03412571040378286,0.00260878404172298
BWD_Ma6_Kn0p2,BWD,0.2,994,0.25782704695539443,0.2335,0.0135,10060,0.485265589048897,0.004290171188608265,0.4856447783570948,0.4855426572127529,0.04417039422676673,0.003295812768117361,0.041173809523439825,0.04419394759660941,0.4812030065857968,0.01008097066896897,0.050101165023314034,0.0059831706906193485
BWD_Ma6_Kn0p2,BWD,0.2,995,0.27692534672986807,0.2345,0.014499999999999999,9907,0.4775091167666189,0.004395932998619069,0.4797329826653958,0.47778218815635326,0.04907892645486732,0.0018644451937153517,0.049133372652426455,0.04910514328158522,0.4830941139840464,0.0077926176048084585,0.0426343360293494,0.004175023163742746
BWD_Ma6_Kn0p2,BWD,0.2,996,0.2960236465043417,0.2355,0.0155,10125,0.49209996322768745,0.0038182609852182915,0.4927210874798023,0.49238093238790637,0.055042780361821274,0.0025493130018718023,0.05377974394525246,0.05507219397797092,0.49711799471932194,0.01012097247042312,0.058753178436660655,0.006885253930169736
BWD_Ma6_Kn0p2,BWD,0.2,997,0.31512194627881535,0.2365,0.0165,9938,0.4782487010165545,0.0027206237284862307,0.4784461893070203,0.4785215106008006,0.058887521883588534,0.002802922606138443,0.0563685489241465,0.05891895488025724,0.5038046719443344,0.012898254225624623,0.0591109611581665,0.006078814717018092
BWD_Ma6_Kn0p2,BWD,0.2,998,0.33422024605328904,0.2375,0.0175,10252,0.5009427227829136,0.006310112520836263,0.5035635724235227,0.5012277287377496,0.06483211575008015,0.0018673484210252548,0.06413368036000149,0.06486664249345087,0.5015892176376641,0.005965191229759238,0.06363892359051669,0.007963454513922155
BWD_Ma6_Kn0p2,BWD,0.2,999,0.3533185458277627,0.2385,0.0185,10446,0.513833038560285,0.005717093682561386,0.5130105638015701,0.5141244812664333,0.07505880332733084,0.0029131687540370683,0.07349083643353761,0.07509896014056179,0.5037066348844446,0.003981721063212292,0.06966630297807525,0.006612076327922537
BWD_Ma6_Kn0p2,BWD,0.2,1000,0.3724168456022363,0.2395,0.0195,10202,0.5011010480534648,0.005181976421254205,0.4999164558711492,0.5013860945477674,0.06552145519612211,0.0026475416720814176,0.06914418993950314,0.06555629947523887,0.5102467146367246,0.013272515547180452,0.08087312240452721,0.0030188859891063877
BWD_Ma6_Kn0p2,BWD,0.2,1001,0.39151514537671,0.2405,0.0205,10641,0.5320111251791186,0.007373343686020035,0.5330772994661016,0.5323127435527419,0.08368705267030074,0.003345653474083678,0.08423861526022718,0.08373176126176345,0.5098683099102337,0.010786971976733973,0.08495408967014602,0.006056621409457413
BWD_Ma6_Kn0p2,BWD,0.2,1002,0.41061344515118364,0.2415,0.0215,10215,0.5076495571604269,0.0061701849882005895,0.5093793340537652,0.5079388306426733,0.0828230460112391,0.0037059642948860778,0.08273573177981276,0.08286722008169049,0.5212580173073467,0.00609253544994192,0.0828308723463032,0.002882050827468114
BWD_Ma6_Kn0p2,BWD,0.2,1003,0.4297117449256573,0.2425,0.0225,10275,0.519962278895232,0.004098622803625306,0.5203527989943563,0.5202584419159659,0.09246125538771081,0.0030931832841074214,0.09453686377813006,0.0925106598646589,0.5272135396371057,0.003631016115604405,0.10173626580417208,0.003660205607328489
BWD_Ma6_Kn0p2,BWD,0.2,1004,0.4488100447001309,0.2435,0.0235,10841,0.5424012210590365,0.0033189048229621144,0.5427273058996431,0.5427082492057117,0.10693054219016544,0.0014375108809608133,0.1065456561582752,0.10698768559437288,0.536127582213448,0.004431133940092924,0.10330930732201973,0.0034210767182217827
BWD_Ma6_Kn0p2,BWD,0.2,1005,0.4679083444746046,0.2445,0.0245,10296,0.5259727752772656,0.006803559866142188,0.5233530113827787,0.5262713286999139,0.11224198036696915,0.002116647518669511,0.11038262246767931,0.11230194433519065,0.5200788238860544,0.007213707810254183,0.10671272647422624,0.0034237273480618485
BWD_Ma6_Kn0p2,BWD,0.2,1006,0.48700664424907825,0.2455,0.025500000000000002,10454,0.5361898861393593,0.005213800998275043,0.5362661823155978,0.5364936228550358,0.12747710774496634,0.004640617117776271,0.1275821594480765,0.12754510503535232,0.5356227371667253,0.00667214143201175,0.11886337081138679,0.006225337868351332
BWD_Ma6_Kn0p2,BWD,0.2,1007,0.5061049440235519,0.2465,0.0265,9893,0.5029452442604401,0.011258808904856275,0.5043552453863289,0.5032317261664352,0.12516797609082636,0.0032578836507620164,0.12237329154258902,0.1252347012203377,0.5108541779143599,0.007817226184021683,0.12458670226470898,0.0010464553617781274
BWD_Ma6_Kn0p2,BWD,0.2,1008,0.5252032437980255,0.2475,0.0275,9411,0.49631097563192944,0.006805618671911241,0.4971226222238313,0.49659423636275213,0.13925071450316207,0.0032934642596138095,0.13835306250716284,0.13932501328792593,0.5162214778847797,0.002511491158651655,0.1408279024236927,0.0071786970767626895
BWD_Ma6_Kn0p2,BWD,0.2,1009,0.5443015435724992,0.2485,0.0285,9449,0.5021389581604112,0.004879517167214992,0.5022563842751939,0.5024247189818464,0.1641317221025944,0.0026254193432123647,0.16419928070840178,0.16421937054131913,0.5101844107108131,0.006152393155975678,0.16718399277758783,0.004501853531128715
BWD_Ma6_Kn0p2,BWD,0.2,1010,0.5633998433469729,0.2495,0.0295,8696,0.47723791144206373,0.005816224316457608,0.4778446383707876,0.4775106449823692,0.17761032964402299,0.0013741725890188837,0.17841834874859425,0.17770501683116546,0.46737886490711933,0.013070632444917994,0.17906550966560755,0.0027755732008274622
BWD_Ma6_Kn0p2,BWD,0.2,1011,0.5800665100136396,0.2498335,0.0295,217,-0.022087586504857322,0.0008667787995235217,-0.02199821673900902,-0.022082203165827576,0.002010191704842336,0.0004351873690406489,0.0017589137739878254,0.002014633535882183,-0.02291879234278235,0.0006865658239302752,0.0016843070843640267,0.00032819785196481035
BWD_Ma6_Kn0p2,BWD,0.2,1012,0.5943015435724993,0.2495,0.0285,189,-0.02312985055674378,0.001039067968058315,-0.023029583435711036,-0.023122710580624574,0.002845154902760793,0.000438806836959199,0.002642072828424201,0.0028405602115432345,-0.023803315681540198,0.0006959948529944429,0.0023579327754144307,0.0004289133489607438
BWD_Ma6_Kn0p2,BWD,0.2,1013,0.608536577131359,0.2491665,0.0275,211,-0.022536944408150704,0.000686573128886548,-0.022386139359211677,-0.022531855882386577,0.002185010592190483,0.0003885907489133456,0.002212662291582287,0.0021894131228364574,-0.022346567432655014,0.001612070049641486,0.0011302609720715924,0.0004760917837719247
BWD_Ma6_Kn0p2,BWD,0.2,1014,0.6227716106902187,0.24883349999999999,0.0265,244,-0.020502024889150466,0.0007203071129674264,-0.020140658170746145,-0.020495772131207672,0.001948481931788256,0.0006043030267986482,0.0019985710405466236,0.0019533676862477176,-0.02066328943902989,0.0014194122879241848,0.0018953438459902794,0.00046033161093778254
BWD_Ma6_Kn0p2,BWD,0.2,1015,0.6370066442490783,0.2485,0.025500000000000002,245,-0.01990005168686888,0.000638796207366229,-0.01999483138384143,-0.019892243024202828,0.0010799839055301084,0.0005187044683066556,0.001694761127927214,0.0010725067015652473,-0.0197376729961967,0.0018246204622990943,0.0023608350295284642,0.000712698650410598
BWD_Ma6_Kn0p2,BWD,0.2,1016,0.651241677807938,0.2481665,0.0245,256,-0.019230277153448504,0.0007275142267065732,-0.01925392622299858,-0.01922346617821489,0.0023398970111666783,0.0005194051230842153,0.0019009488641612026,0.0023453720351706816,-0.01975673982999397,0.0026839290560085553,0.002104334008919002,0.000658615445551156
BWD_Ma6_Kn0p2,BWD,0.2,1017,0.6654767113667976,0.24783349999999998,0.0235,252,-0.01952582498835092,0.000619662461089585,-0.019304585954487915,-0.019518933064132476,0.001533638021825711,0.0006881049938342225,0.0019032440703872285,0.0015385948533455315,-0.019057460722717762,0.0008422503933246174,0.0015865471958160088,0.0009213749484229508
BWD_Ma6_Kn0p2,BWD,0.2,1018,0.6797117449256573,0.2475,0.0225,271,-0.018425112524085997,0.0011681979288427036,-0.01858958262918091,-0.018416482319347338,0.0011584346207951508,0.0004282838317886338,0.001722443566792134,0.0011501160043381818,-0.017278161384452824,0.0013065323285167852,0.0020186970942641493,0.0011002670114953319
BWD_Ma6_Kn0p2,BWD,0.2,1019,0.693946778484517,0.2471665,0.0215,268,-0.01915462552764488,0.0011481137211519848,-0.019044475384980365,-0.01914740688704924,0.0011285244502335185,0.0003827858199228964,0.0016350533243837998,0.0011333778479363462,-0.012279114265537218,0.0007637938435120537,0.003054223824242541,0.0005071373077219299
BWD_Ma6_Kn0p2,BWD,0.2,1020,0.7081818120433767,0.24683349999999998,0.0205,290,-0.017434875915272312,0.00094706187027692,-0.017387131035752353,-0.017426688562416026,0.0009617500995301557,0.0005882169815408145,0.0012160044736515294,0.000967031228057673,-0.016980568514805793,0.0012990289812547446,0.002324723042847059,0.0006028435678038423
BWD_Ma6_Kn0p2,BWD,0.2,1021,0.7224168456022364,0.2465,0.0195,295,-0.0165106961276719,0.00047041008293881726,-0.016980311801636894,-0.016501131111156975,0.0010065799089743188,0.00047857227871059716,0.0009370006960953383,0.000997031337074207,-0.01964829434954008,0.0006346651101737528,0.0012969978856511135,0.0006622686377676929
BWD_Ma6_Kn0p2,BWD,0.2,1022,0.7366518791610961,0.2461665,0.0185,271,-0.01927662394445289,0.0006848651859275551,-0.019091473925168526,-0.01926944999764296,0.0010205457041074356,0.0003550426371589122,0.0010732742472447103,0.0010253057055490812,-0.014912966921728249,0.0013837674572956644,0.0007871500587277747,0.0007227684106014464
BWD_Ma6_Kn0p2,BWD,0.2,1023,0.7508869127199558,0.24583349999999998,0.0175,295,-0.016904405630316015,0.0007884493097461292,-0.017235437067767295,-0.01689589693822029,0.0008403179520129738,0.0003258565411653765,0.0014311893365581076,0.0008456919147594395,-0.01892581619220395,0.0019045416709080835,9.949924784230155e-05,0.0006684895976369352
BWD_Ma6_Kn0p2,BWD,0.2,1024,0.7651219462788155,0.2455,0.0165,324,-0.015456066578960448,0.0008170771018804504,-0.015577958811620624,-0.015445697939535772,0.001407421152927313,0.0003918701951994148,0.0010442478399426479,0.0013974529517522516,-0.01958482680618894,0.0016346077510814424,0.0013758184439413889,0.0007795733665356166
BWD_Ma6_Kn0p2,BWD,0.2,1025,0.7793569798376752,0.2451665,0.0155,323,-0.015724984982940997,0.0015005195289168282,-0.01564630323152339,-0.01571604474573658,0.001455185854208675,0.00047397968038696527,0.0010238457807633162,0.0014612427743604466,-0.0193131083904792,0.0013015469110201506,0.0011562827893013127,0.0005096406347252338
BWD_Ma6_Kn0p2,BWD,0.2,1026,0.7935920133965348,0.24483349999999998,0.014499999999999999,319,-0.0158624714227432,0.0006274865490797083,-0.016160998552619738,-0.015853359890814267,0.0006540375820315591,0.0002937547159265769,0.0006643546354696863,0.0006596260361336841,-0.014486963828309565,0.001578406861702987,0.0009915062564457915,0.0003454255010310868
BWD_Ma6_Kn0p2,BWD,0.2,1027,0.8078270469553945,0.2445,0.0135,332,-0.014868907051298485,0.0005546730754533802,-0.015208277008476073,-0.014858755730862363,0.0005256520523791216,0.00037804464879926617,0.0005298963977806867,0.0005148610268269974,-0.015977750177894837,0.002801229109718281,-0.00038921927650972896,0.0003849849623363999
BWD_Ma6_Kn0p2,BWD,0.2,1028,0.8220620805142542,0.2441665,0.0125,307,-0.01621660693762317,0.0004852202943011395,-0.016282289574113616,-0.01620783099989892,0.0011372366605942189,0.0003324004862345506,0.0006846087396161678,0.001142976435526469,-0.0165987920464421,0.001137277219057906,-0.0003699894888916501,0.0010149736197830562
BWD_Ma6_Kn0p2,BWD,0.2,1029,0.8362971140731139,0.24383349999999998,0.0115,309,-0.016515563163766615,0.0006382442199017855,-0.016713430374612585,-0.016506645656205306,0.0001892857783359767,0.00041305734028589477,0.00018805069952672958,0.00019443052421581116,-0.016400491477545222,0.001565429515135064,0.0004168003949330271,0.000809344078285987
BWD_Ma6_Kn0p2,BWD,0.2,1030,0.8505321476319734,0.2435,0.010499999999999999,313,-0.016049104665278986,0.0012157537692593595,-0.0163787066162902,-0.016039743707968773,0.0002624686556151509,0.0006704463004151531,0.0007322936338006209,0.0002522443300490006,-0.014429836625654106,0.00036500179113734704,0.0003572998714022152,0.0003787081920706781
BWD_Ma6_Kn0p2,BWD,0.2,1031,0.8647671811908331,0.2431665,0.0095,332,-0.014398197226101608,0.0009090558943577315,-0.014871908871639195,-0.01438824947125666,0.00045995821156151527,0.0005643375940228978,0.0002586064034101186,0.00046588183414160965,-0.014044468519208469,0.0008105642284378972,4.934835031961494e-05,0.0006835838785808478
BWD_Ma6_Kn0p2,BWD,0.2,1032,0.8790022147496926,0.24283349999999998,0.0085,351,-0.01445138278920897,0.0012787353141851016,-0.014764078736418867,-0.014441222144705154,-0.0003550066322418596,0.000458707355863559,0.00011562712415476096,-0.0003495331588539854,-0.018652265308085048,0.000598023635976131,-5.394441723338716e-06,0.001241005939534675
BWD_Ma6_Kn0p2,BWD,0.2,1033,0.8932372483085522,0.2425,0.0075,321,-0.016768722339428423,0.0009204880161335391,-0.01665490866898942,-0.016759575994351815,0.0005222365670856733,0.0005995141447626647,0.00016459285596406007,0.0005125845053410214,-0.01633937865609985,0.00034759582507777717,-0.00036651141633955124,0.0004182191438151853
BWD_Ma6_Kn0p2,BWD,0.2,1034,0.9074722818674118,0.2421665,0.006500000000000001,341,-0.015203816307629587,0.0013602094732022162,-0.015234232158436029,-0.015194230377504739,0.00024004409452365853,0.00036126469797406275,-0.0002291955569750117,0.0002456094144887049,-0.015622773560015062,0.0008049874444987753,-0.0008340152028517097,0.0011140350061634894
